,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,subscribed
30646,36,services,married,high.school,no,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
9243,43,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
13059,34,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
19774,34,technician,married,professional.course,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
21202,29,admin.,married,high.school,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1298,31,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
20084,44,admin.,married,high.school,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
5874,34,admin.,married,university.degree,no,yes,yes,telephone,may,mon,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
8077,31,blue-collar,married,basic.6y,no,no,yes,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
24726,31,management,single,university.degree,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
22650,39,admin.,married,professional.course,no,yes,yes,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2094,29,admin.,single,basic.9y,unknown,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37014,38,admin.,married,university.degree,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,no
37059,69,services,married,unknown,no,no,no,telephone,jul,wed,2,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,no
21313,32,admin.,single,university.degree,unknown,yes,yes,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
3396,26,entrepreneur,married,university.degree,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
3336,34,entrepreneur,single,unknown,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
18437,50,management,married,university.degree,unknown,yes,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
14868,46,blue-collar,single,basic.4y,unknown,yes,no,telephone,jul,wed,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
4007,29,management,single,university.degree,no,yes,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
7422,25,student,single,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
34374,39,admin.,married,high.school,no,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
5016,36,admin.,married,university.degree,no,yes,yes,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
37133,51,management,married,university.degree,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,yes
32920,57,technician,married,professional.course,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
19947,32,admin.,married,university.degree,no,yes,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
4244,40,unemployed,married,basic.4y,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
32637,37,entrepreneur,married,basic.9y,no,no,no,cellular,may,mon,1,9,1,success,-1.8,92.893,-46.2,1.299,5099.1,no
8144,43,blue-collar,single,professional.course,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
19965,58,admin.,married,high.school,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
30960,38,blue-collar,divorced,high.school,no,yes,no,cellular,may,tue,6,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
8400,58,blue-collar,married,high.school,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
20029,34,entrepreneur,married,university.degree,unknown,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
12520,36,entrepreneur,married,unknown,unknown,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
24250,39,housemaid,married,basic.9y,no,yes,no,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
28639,57,technician,married,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
31291,55,retired,married,basic.9y,unknown,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
39474,74,retired,married,basic.4y,no,no,no,telephone,apr,mon,5,999,0,nonexistent,-1.8,93.749,-34.6,0.643,5008.7,yes
8667,26,admin.,married,high.school,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
12352,27,admin.,married,university.degree,no,yes,yes,telephone,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
12345,34,technician,single,professional.course,unknown,yes,no,telephone,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
37451,28,self-employed,single,university.degree,no,unknown,unknown,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,no
37383,60,management,married,university.degree,no,no,no,cellular,aug,wed,4,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,no
1441,53,management,married,university.degree,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
2377,52,services,married,unknown,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
32600,53,blue-collar,single,basic.4y,unknown,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
29617,34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
10533,36,technician,married,professional.course,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
18331,38,admin.,married,unknown,no,yes,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
37034,38,technician,single,university.degree,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,no
13017,37,entrepreneur,married,basic.9y,no,unknown,unknown,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
14856,42,technician,married,high.school,unknown,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
31667,57,retired,married,basic.6y,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
22740,48,admin.,single,university.degree,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
17828,55,retired,married,high.school,no,yes,yes,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
3718,25,student,single,high.school,no,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
21042,31,technician,married,professional.course,unknown,unknown,unknown,telephone,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
5057,38,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
3952,27,services,single,high.school,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
27557,42,services,divorced,high.school,no,yes,no,cellular,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
22715,51,services,married,unknown,no,no,yes,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
16838,52,technician,married,professional.course,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
5654,47,unknown,married,unknown,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
7234,28,technician,married,high.school,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
27224,51,management,married,university.degree,no,yes,no,telephone,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
7726,38,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,9,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
12521,56,retired,married,basic.4y,unknown,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
16238,30,admin.,single,university.degree,no,no,yes,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
6722,50,management,married,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
2312,53,technician,married,professional.course,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
3784,35,admin.,married,university.degree,no,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
38202,63,retired,married,high.school,no,yes,no,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,no
22386,50,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,fri,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
27968,45,blue-collar,married,basic.9y,no,yes,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50,1.51,5099.1,no
38041,31,technician,married,professional.course,no,yes,no,cellular,sep,fri,4,999,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,no
11572,43,technician,married,basic.9y,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
13188,34,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
15110,25,blue-collar,married,basic.4y,no,no,yes,telephone,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,yes
30943,36,blue-collar,divorced,basic.9y,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
25199,36,admin.,married,high.school,no,yes,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
7879,29,technician,single,unknown,no,no,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
15486,25,admin.,single,university.degree,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
37672,35,admin.,single,university.degree,no,no,no,telephone,aug,tue,3,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,no
40889,61,retired,married,basic.4y,no,no,no,telephone,oct,fri,1,999,0,nonexistent,-1.1,94.601,-49.5,0.972,4963.6,yes
20268,56,blue-collar,married,basic.9y,unknown,yes,yes,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
12490,28,technician,married,university.degree,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
17527,46,housemaid,married,basic.4y,unknown,yes,no,cellular,jul,mon,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
14604,32,entrepreneur,single,university.degree,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
18046,45,admin.,single,professional.course,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
12172,37,admin.,married,high.school,no,no,no,telephone,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
2078,44,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33612,55,blue-collar,divorced,basic.9y,no,no,no,cellular,may,tue,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
26182,36,blue-collar,single,basic.6y,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
38771,25,admin.,married,high.school,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
637,32,admin.,single,university.degree,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
4572,34,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
6128,50,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
15075,42,entrepreneur,married,basic.4y,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
27560,51,technician,married,professional.course,no,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
1225,36,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
25372,42,technician,single,unknown,no,yes,no,telephone,nov,tue,4,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
18690,37,technician,married,professional.course,no,no,no,telephone,jul,thu,32,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
22601,52,admin.,married,unknown,unknown,no,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
11089,58,entrepreneur,married,basic.4y,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
30314,36,admin.,married,university.degree,no,yes,no,cellular,apr,thu,1,0,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes
8342,44,blue-collar,single,unknown,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
27425,45,self-employed,single,professional.course,no,no,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
12122,39,admin.,single,high.school,no,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
18829,43,admin.,married,university.degree,no,yes,yes,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
16911,34,management,married,university.degree,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
24314,53,self-employed,divorced,university.degree,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
21885,49,technician,married,university.degree,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
21447,31,technician,married,professional.course,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
31767,37,admin.,married,high.school,no,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
39509,29,admin.,single,university.degree,no,yes,no,cellular,apr,mon,3,12,1,success,-1.8,93.749,-34.6,0.645,5008.7,no
14255,22,blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36075,39,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
33212,49,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,tue,6,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
26311,30,admin.,single,basic.9y,no,no,no,cellular,nov,thu,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no
37401,27,admin.,single,university.degree,no,no,no,cellular,aug,wed,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,yes
16109,23,blue-collar,single,basic.9y,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
13032,30,admin.,married,university.degree,no,yes,yes,telephone,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34791,43,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
16778,41,entrepreneur,single,high.school,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
21906,57,services,married,professional.course,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20461,34,technician,single,university.degree,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
30975,37,services,married,high.school,no,no,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
14933,36,management,single,university.degree,no,yes,no,cellular,jul,wed,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
36056,31,technician,single,university.degree,no,yes,yes,cellular,may,tue,1,3,1,success,-1.8,92.893,-46.2,1.266,5099.1,no
22923,29,admin.,single,university.degree,no,no,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
16755,38,blue-collar,married,basic.6y,no,unknown,unknown,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29323,29,entrepreneur,single,university.degree,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
8438,30,admin.,married,high.school,no,yes,no,telephone,jun,tue,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
24946,50,admin.,divorced,basic.9y,no,yes,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
21756,60,retired,married,basic.4y,unknown,yes,yes,cellular,aug,tue,8,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
40455,34,admin.,single,high.school,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,no
10348,41,technician,single,university.degree,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
11002,42,blue-collar,married,high.school,unknown,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
5577,36,admin.,married,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27784,32,management,single,university.degree,no,yes,no,cellular,mar,tue,3,999,0,nonexistent,-1.8,92.843,-50,1.687,5099.1,yes
11768,36,admin.,married,university.degree,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
19329,51,technician,married,professional.course,unknown,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
18347,54,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
12118,58,retired,married,basic.4y,unknown,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
25414,42,blue-collar,married,basic.6y,no,yes,yes,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
10848,31,technician,married,professional.course,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes
8156,48,admin.,married,professional.course,unknown,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
26756,34,self-employed,married,illiterate,no,yes,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no
26166,34,management,single,high.school,no,yes,yes,cellular,nov,wed,2,6,1,success,-0.1,93.2,-42,4.12,5195.8,no
35313,30,admin.,single,university.degree,no,no,no,telephone,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
13024,31,admin.,single,high.school,no,no,no,cellular,jul,tue,35,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
15233,43,admin.,married,basic.9y,unknown,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
38476,33,admin.,single,high.school,no,no,no,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.731,5017.5,yes
17017,35,technician,married,professional.course,no,yes,yes,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32303,38,admin.,single,university.degree,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
28575,32,unemployed,single,university.degree,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no
7906,57,housemaid,married,basic.4y,no,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
13575,54,unemployed,married,university.degree,unknown,no,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
11686,53,management,married,basic.9y,unknown,yes,no,telephone,jun,fri,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
715,40,technician,married,basic.9y,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38667,29,management,married,university.degree,no,yes,no,cellular,nov,wed,1,9,1,success,-3.4,92.649,-30.1,0.719,5017.5,no
24492,55,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,3,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
27042,49,services,married,high.school,unknown,no,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
2587,46,housemaid,married,basic.4y,no,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
36354,37,technician,single,university.degree,no,no,no,cellular,jun,tue,1,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2,yes
11634,46,housemaid,married,basic.4y,no,no,no,telephone,jun,fri,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
10861,28,technician,single,university.degree,unknown,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
23914,35,admin.,married,university.degree,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
34863,28,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
20701,54,blue-collar,married,basic.4y,unknown,unknown,unknown,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
30089,38,admin.,married,university.degree,no,unknown,unknown,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,yes
10404,30,services,single,unknown,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
35875,62,technician,married,professional.course,no,yes,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.259,5099.1,no
13511,46,admin.,divorced,university.degree,unknown,yes,yes,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
35959,46,unemployed,married,basic.9y,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.264,5099.1,no
32879,57,technician,married,high.school,no,no,yes,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
33151,40,services,divorced,high.school,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
32989,35,services,married,basic.9y,unknown,no,no,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
33913,29,services,married,high.school,no,no,yes,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes
40756,77,retired,married,basic.4y,no,yes,no,cellular,sep,thu,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
39044,59,retired,married,professional.course,no,no,no,telephone,dec,tue,1,999,1,failure,-3,92.713,-33,0.715,5023.5,yes
40570,29,self-employed,single,university.degree,no,yes,yes,cellular,sep,wed,2,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,no
18893,34,technician,single,professional.course,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
4929,43,management,married,university.degree,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
28568,44,technician,married,professional.course,no,yes,no,cellular,apr,wed,1,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1,no
25746,34,self-employed,married,university.degree,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
34820,38,blue-collar,married,basic.4y,unknown,no,no,cellular,may,thu,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
2690,50,admin.,married,high.school,unknown,yes,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
17038,49,technician,married,professional.course,unknown,no,no,cellular,jul,fri,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
10599,49,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,31,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
21301,41,technician,married,professional.course,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
16316,24,admin.,single,high.school,no,no,yes,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
7931,27,admin.,married,basic.9y,no,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
11975,38,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
9658,58,technician,married,basic.4y,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
25934,53,entrepreneur,married,unknown,no,yes,no,cellular,nov,wed,10,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
19389,34,admin.,single,university.degree,unknown,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
15251,37,blue-collar,single,basic.4y,no,no,yes,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
6960,38,services,single,basic.9y,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
39512,29,technician,married,university.degree,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7,no
29250,38,services,married,high.school,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
20378,31,unemployed,single,university.degree,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
