ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,NumWebPurchases,NumWebVisitsMonth
4789,1953,Graduation,Together,80812,0,0,17-09-2013,7,2
773,1971,Master,Divorced,42835,1,1,30-06-2013,9,6
10602,1983,Graduation,Married,39922,1,0,14-02-2013,7,8
1446,1956,Master,Single,86424,0,0,5/4/2014,9,1
3270,1978,2n Cycle,Together,17117,1,0,17-01-2013,4,9
8443,1972,Graduation,Single,24762,1,0,10/2/2014,1,8
9653,1975,Graduation,Married,35797,0,1,16-10-2012,3,8
8916,1975,Graduation,Divorced,36627,2,0,23-07-2013,7,5
8017,1981,2n Cycle,Married,51111,1,1,19-06-2014,6,6
5830,1972,PhD,Single,86857,0,0,12/9/2012,5,2
4597,1970,PhD,Together,82072,0,0,2/7/2013,8,1
7023,1953,PhD,Single,46231,2,1,26-11-2012,4,9
8086,1959,Graduation,Married,42243,1,1,11/12/2013,8,7
8825,1962,Graduation,Together,51195,1,1,1/4/2013,4,8
2930,1978,Master,Single,68092,0,0,16-12-2013,10,5
1928,1973,Graduation,Married,31814,1,0,9/2/2013,3,9
7108,1965,Master,Widow,51390,1,1,8/9/2012,5,5
10925,1983,Graduation,Married,76630,0,0,14-01-2014,4,1
9960,1991,Basic,Single,26868,1,0,30-04-2014,2,7
8800,1943,PhD,Divorced,48948,0,0,1/2/2013,9,6
9224,1972,PhD,Single,55260,0,1,12/12/2012,3,6
5519,1956,Graduation,Together,64090,0,1,7/8/2013,5,5
5046,1958,Graduation,Divorced,78331,0,1,23-01-2014,7,4
7037,1974,PhD,Married,37087,1,0,11/8/2013,5,6
905,1986,Graduation,Divorced,21846,1,0,22-10-2013,6,8
8624,1958,Graduation,Married,81320,0,0,6/2/2013,2,2
8945,1970,Graduation,Divorced,54137,0,1,16-08-2013,4,6
6445,1967,Graduation,Together,66825,0,0,14-07-2013,4,2
2727,1973,Graduation,Together,57100,0,0,4/12/2013,8,3
6404,1969,Graduation,Together,58917,1,2,24-03-2013,12,5
11074,1977,Graduation,Single,85072,0,0,9/4/2014,5,0
10150,1961,Graduation,Single,86429,0,0,21-11-2013,8,2
1968,1971,Graduation,Widow,45684,1,0,2/12/2013,7,7
6534,1974,Graduation,Together,47889,1,0,4/1/2014,5,5
9485,1986,PhD,Married,45921,0,0,10/3/2014,9,4
7053,1966,PhD,Single,78420,0,0,29-06-2013,7,1
4654,1992,Graduation,Together,75114,0,0,7/11/2013,7,2
9760,1963,PhD,Widow,52278,0,1,25-01-2013,4,8
1048,1972,Master,Married,35641,1,0,14-07-2013,7,7
10619,1994,Graduation,Single,95529,0,0,3/12/2012,1,3
9308,1954,Graduation,Married,62820,0,0,11/5/2013,3,1
10505,1960,Master,Together,73113,0,0,26-12-2013,5,2
8362,1982,PhD,Married,84169,0,0,7/8/2013,14,3
2625,1954,2n Cycle,Single,42607,0,1,17-11-2013,4,3
4637,1954,PhD,Single,74637,0,0,18-05-2013,6,3
9972,1955,PhD,Together,46015,1,1,13-04-2014,2,7
4483,1993,Graduation,Single,72354,0,0,17-04-2013,6,1
4487,1969,Master,Single,39858,1,0,24-01-2013,8,6
4988,1948,PhD,Married,34469,1,1,4/5/2014,6,4
8931,1986,Graduation,Together,83033,1,0,18-05-2014,6,5
5871,1979,Master,Together,24401,0,0,31-08-2012,5,8
2008,1978,Graduation,Married,77583,0,0,10/2/2014,4,2
3139,1982,2n Cycle,Single,74116,0,0,30-12-2013,5,2
10037,1993,Graduation,Single,74293,0,0,4/5/2014,7,2
10673,1976,PhD,Married,68397,0,1,17-11-2013,1,3
5303,1974,PhD,Together,79632,0,0,8/4/2014,8,2
538,1989,Graduation,Single,46107,1,0,10/2/2014,7,3
7922,1951,PhD,Single,64950,0,1,12/8/2012,4,7
5692,1989,Basic,Married,25443,1,0,22-12-2012,4,8
4843,1952,Graduation,Single,75127,0,0,22-05-2014,1,1
6383,1971,PhD,Together,32892,1,0,25-05-2014,8,8
1628,1971,Graduation,Together,71796,0,0,24-10-2013,6,4
1204,1970,PhD,Married,67536,0,1,22-05-2013,5,8
3673,1971,Graduation,Single,55239,0,1,14-07-2013,5,5
760,1975,PhD,Divorced,60554,1,0,9/8/2013,1,6
8957,1952,2n Cycle,Single,64831,1,1,10/6/2013,7,6
4128,1962,PhD,Together,56067,0,1,20-07-2013,9,5
6810,1983,Graduation,Divorced,82025,0,0,28-05-2013,6,1
5386,1953,Graduation,Together,94384,0,0,4/3/2013,3,2
8700,1986,Basic,Single,14906,0,0,22-12-2012,6,7
3202,1987,PhD,Married,51563,0,0,1/10/2012,1,8
1328,1982,2n Cycle,Married,57937,0,1,16-02-2014,4,3
8405,1979,Graduation,Divorced,68274,1,1,30-09-2013,1,3
6515,1977,Graduation,Together,39771,1,0,6/12/2013,11,4
2882,1975,2n Cycle,Divorced,67893,0,1,1/10/2012,6,8
7574,1979,PhD,Together,27922,1,0,10/5/2014,6,4
6387,1976,PhD,Together,52190,1,1,8/5/2014,10,5
5320,1973,Master,Divorced,44051,1,1,29-01-2013,2,6
5048,1971,PhD,Single,42767,2,0,11/5/2013,6,8
8146,1976,Master,Together,46106,1,1,11/5/2014,7,6
10031,1976,PhD,Married,16927,1,1,10/2/2013,4,8
5748,1965,Graduation,Married,59754,0,1,1/12/2012,6,5
2134,1952,Graduation,Single,53700,0,1,17-08-2012,4,5
1523,1973,Graduation,Married,59041,1,1,7/5/2014,8,5
9665,1957,PhD,Divorced,54237,0,1,27-04-2013,5,6
4640,1967,Graduation,Divorced,70647,0,1,21-09-2012,6,2
3635,1962,PhD,Single,52597,0,1,7/5/2014,3,5
3547,1969,Master,Together,41021,1,0,30-12-2012,2,6
2456,1975,PhD,Married,40233,0,1,14-10-2013,6,6
5633,1980,Graduation,Married,50183,1,1,25-06-2014,4,5
7801,1959,Graduation,Together,54753,0,1,12/9/2013,4,4
10489,1973,Graduation,Married,92955,0,0,19-08-2013,8,2
7011,1973,Graduation,Married,33471,1,0,12/10/2012,7,7
2620,1974,PhD,Married,34596,1,0,13-04-2013,6,8
3933,1980,Graduation,Together,44010,1,0,13-10-2012,4,9
10981,1988,Graduation,Married,84219,0,0,2/2/2014,2,1
1734,1968,PhD,Together,40706,2,1,17-01-2013,2,7
10995,1988,2n Cycle,Married,15716,1,0,12/11/2012,7,8
6357,1959,2n Cycle,Divorced,59052,0,1,17-11-2013,1,5
9209,1971,Master,Together,80573,0,0,14-10-2012,5,2
10286,1962,Graduation,Married,83715,0,0,3/2/2014,5,0
2611,1959,Master,Together,82576,0,0,1/8/2012,10,1
1600,1965,Master,Married,56962,2,1,11/10/2013,3,7
3308,1952,Graduation,Married,35704,1,1,3/1/2014,1,4
5407,1954,Graduation,Together,53103,0,1,12/9/2013,2,7
2166,1960,2n Cycle,Widow,46779,1,1,12/7/2013,7,4
3955,1965,Graduation,Divorced,4861,0,0,22-06-2014,2,14
6634,1979,Master,Divorced,33462,1,0,7/8/2013,6,7
3056,1978,Graduation,Divorced,63693,0,1,14-10-2013,9,6
5718,1950,Graduation,Married,80763,0,0,15-08-2013,6,3
6872,1974,PhD,Married,65352,0,1,21-08-2013,4,4
8164,1978,PhD,Married,82170,0,0,25-11-2013,8,2
4580,1969,Graduation,Married,75759,0,0,25-10-2013,11,5
9305,1976,2n Cycle,Single,79689,0,0,12/5/2013,6,2
453,1956,PhD,Widow,35340,1,1,29-06-2014,6,5
8545,1954,Graduation,Divorced,85683,0,0,21-03-2014,9,1
9850,1972,2n Cycle,Married,24884,1,0,29-11-2012,6,7
7378,1981,Master,Together,42021,1,0,31-08-2012,4,9
7646,1989,Graduation,Single,64449,1,0,18-02-2014,1,4
1640,1954,Graduation,Divorced,64587,1,1,22-06-2014,6,3
5184,1995,Graduation,Single,34824,0,0,26-03-2014,8,6
8492,1978,Graduation,Together,75437,0,0,9/11/2013,6,6
11188,1957,Graduation,Together,26091,1,1,25-02-2014,3,5
1212,1973,Graduation,Married,52845,1,0,13-08-2013,7,6
9097,1956,Graduation,Divorced,46086,0,1,3/11/2013,10,4
10473,1956,PhD,Widow,78028,0,1,10/9/2012,2,7
7962,1987,PhD,Single,95169,0,0,9/10/2013,6,1
9984,1981,2n Cycle,Married,56337,1,1,27-03-2013,3,8
5527,1987,Graduation,Together,22434,1,0,13-02-2013,7,8
6374,1954,PhD,Married,36930,0,1,17-05-2013,3,8
7453,1954,Graduation,Single,36130,0,1,2/2/2013,7,4
8952,1953,Master,Married,65569,0,1,5/11/2012,6,3
241,1952,Graduation,Together,83844,0,0,12/5/2013,6,1
8975,1968,Graduation,Married,19514,1,1,26-01-2014,4,8
6119,1963,PhD,Single,36736,1,1,10/5/2013,1,6
5236,1979,Graduation,Together,77568,0,1,25-08-2012,8,5
5723,1976,PhD,Together,49187,0,1,11/1/2014,5,2
1710,1978,Graduation,Single,30168,1,0,7/3/2013,2,9
1970,1968,Master,Together,34053,0,1,10/9/2012,1,8
5313,1971,Master,Married,38196,1,1,18-04-2014,4,5
10634,1951,Master,Married,59412,0,0,19-04-2014,9,3
7010,1965,2n Cycle,Married,70924,0,0,7/4/2014,1,3
8562,1969,Graduation,Together,54165,0,0,28-05-2013,6,2
3158,1973,Graduation,Married,32300,1,0,3/1/2013,3,8
4436,1976,Graduation,Single,20180,0,0,20-02-2013,4,7
2715,1966,Master,Divorced,29435,1,1,6/8/2012,4,9
10432,1974,Graduation,Divorced,19346,1,0,30-01-2014,6,8
9216,1971,Graduation,Married,35788,1,1,23-01-2014,4,6
7124,1968,Graduation,Divorced,36997,1,1,1/2/2013,4,5
9727,1957,Graduation,Married,23539,0,0,28-02-2014,6,6
5136,1973,Graduation,Single,65333,0,1,17-01-2014,10,6
9790,1957,Graduation,Single,78499,0,0,23-11-2013,15,4
1818,1971,PhD,Together,29732,1,0,25-03-2014,6,9
1100,1960,Master,Together,41275,1,2,24-03-2014,9,5
7873,1973,PhD,Together,63516,1,1,6/7/2013,6,5
10609,1962,PhD,Married,42769,0,1,12/10/2013,6,4
6950,1958,Master,Married,49572,1,1,15-12-2013,8,7
7233,1972,Graduation,Married,69209,0,0,17-09-2012,2,4
9481,1976,Graduation,Married,17148,1,0,28-01-2014,3,8
7699,1969,Graduation,Widow,40590,1,1,2/10/2013,3,6
2711,1976,Master,Together,30560,1,0,27-06-2013,9,7
8933,1983,2n Cycle,Married,32146,1,0,12/5/2014,5,6
8726,1964,2n Cycle,Divorced,41713,1,1,29-04-2014,2,6
1515,1975,Master,Together,34176,0,1,22-01-2014,5,3
5186,1955,PhD,Married,58482,0,1,12/3/2014,5,6
10157,1965,Graduation,Single,59686,0,1,25-01-2014,4,4
5667,1964,PhD,Married,60896,0,1,11/10/2012,4,6
902,1980,Graduation,Together,62994,1,0,4/3/2014,7,6
977,1957,Graduation,Together,47320,0,1,1/8/2013,5,6
7313,1949,2n Cycle,Widow,74859,0,0,3/6/2013,1,3
7600,1992,Basic,Single,15253,1,0,28-10-2013,7,7
9706,1974,PhD,Single,31560,1,0,24-06-2013,1,8
2429,1954,Graduation,Divorced,72071,0,1,14-02-2013,5,2
3520,1990,Master,Single,91172,0,0,27-03-2013,2,3
10394,1984,Graduation,Married,90000,0,0,23-12-2013,6,1
4548,1981,Graduation,Single,41967,1,1,23-11-2013,2,4
9362,1965,Graduation,Single,69263,0,1,5/3/2014,2,6
3968,1970,2n Cycle,Divorced,65706,0,0,28-06-2013,3,7
4084,1975,Graduation,Together,60934,0,1,17-01-2014,3,4
6721,1951,Graduation,Married,71965,0,1,29-07-2013,6,3
2829,1955,Graduation,Married,65210,0,1,10/3/2014,6,6
1772,1975,PhD,Married,79174,0,0,11/1/2013,5,2
1544,1967,Master,Divorced,81380,0,0,22-12-2012,5,2
492,1973,PhD,YOLO,48432,0,1,18-10-2012,3,8
4377,1971,Graduation,Married,52914,0,1,7/1/2013,7,7
4541,1955,Graduation,Together,38946,0,1,24-10-2013,8,5
1321,1974,Graduation,Married,26067,1,0,4/11/2013,7,8
8858,1972,PhD,Married,44325,0,1,7/3/2013,6,8
3266,1964,Graduation,Married,42523,0,0,23-04-2014,9,2
11187,1978,Basic,Single,26487,1,0,20-05-2013,2,5
8207,1957,2n Cycle,Married,53233,0,1,18-03-2014,9,4
9723,1960,Graduation,Married,67716,0,1,10/1/2013,8,5
2666,1972,Master,Married,76234,0,1,6/2/2014,8,3
5721,1956,PhD,Married,84117,0,0,11/5/2014,3,2
10652,1957,Master,Together,65487,0,0,10/1/2014,5,2
1646,1972,Basic,Married,25224,1,0,16-03-2014,1,3
4418,1983,Master,Single,89616,0,0,25-02-2013,6,2
2656,1971,Graduation,Divorced,40851,1,1,21-02-2013,7,7
7990,1947,Graduation,Married,27469,0,0,2/8/2012,6,6
8722,1957,2n Cycle,Married,82347,0,0,6/11/2012,11,3
7118,1957,Graduation,Married,73803,0,1,1/8/2012,6,6
2980,1952,Master,Single,8820,1,1,22-03-2013,1,8
1839,1974,Graduation,Single,43322,0,0,21-04-2014,4,7
10722,1973,Graduation,Together,55593,0,1,21-08-2013,4,6
2632,1954,Graduation,Married,50501,1,1,18-06-2013,3,6
9014,1975,Graduation,Married,37085,1,1,26-06-2014,8,8
7620,1990,Basic,Single,16185,1,0,5/8/2013,12,8
10968,1969,Graduation,Single,57731,0,1,23-11-2012,13,6
11133,1973,PhD,YOLO,48432,0,1,18-10-2012,5,8
2736,1978,Graduation,Married,73807,0,1,2/1/2013,7,2
1876,1990,Graduation,Married,18929,0,0,16-02-2013,9,6
5959,1968,Graduation,Single,35893,1,1,15-10-2012,10,8
1092,1980,Graduation,Married,61014,0,1,11/8/2012,11,7
4333,1954,Graduation,Together,32144,1,1,23-03-2014,7,7
3850,1963,Basic,Together,14918,0,1,7/12/2012,8,6
6168,1963,Graduation,Divorced,45146,1,1,15-07-2013,4,4
607,1955,2n Cycle,Divorced,41769,0,1,13-02-2013,7,8
10469,1981,Graduation,Together,88325,0,0,5/2/2014,2,2
6983,1950,Master,Divorced,38054,1,1,1/5/2014,8,7
3661,1995,2n Cycle,Single,80617,0,0,12/10/2012,4,2
9303,1976,Graduation,Married,5305,0,1,30-07-2013,10,13
692,1954,Graduation,Together,36807,1,1,20-12-2012,1,6
736,1983,Graduation,Together,28427,1,0,21-03-2013,3,8
9589,1948,PhD,Widow,82032,0,0,5/4/2014,5,1
4838,1978,Graduation,Together,22775,1,0,19-06-2013,1,8
9246,1985,Master,Together,40101,1,0,14-10-2012,8,7
6261,1979,Graduation,Married,58025,0,1,26-11-2013,8,4
7366,1982,Master,Single,75777,0,0,4/7/2013,4,1
10659,1979,2n Cycle,Together,7500,1,0,7/5/2013,7,7
1448,1963,Master,Married,33562,1,2,25-06-2014,1,4
4286,1970,PhD,Single,57642,0,1,9/1/2014,6,4
4749,1968,Graduation,Together,58554,1,1,26-09-2012,3,7
4478,1979,Graduation,Married,63777,1,1,24-03-2013,4,8
4201,1962,Graduation,Single,57967,0,1,3/3/2013,8,5
8720,1978,2n Cycle,Together,,0,0,12/8/2012,11,0
10084,1972,Graduation,Married,24434,2,0,18-05-2014,1,7
7004,1984,Graduation,Single,11012,1,0,16-03-2013,8,9
9817,1970,Master,Single,44802,0,0,21-08-2012,1,8
8080,1986,Graduation,Single,26816,0,0,17-08-2012,8,4
9432,1977,Graduation,Together,666666,1,0,2/6/2013,10,6
8372,1974,Graduation,Married,34421,1,0,1/7/2013,4,7
10870,1967,Graduation,Married,61223,0,1,13-06-2013,8,5
4001,1946,PhD,Together,64014,2,1,10/6/2014,5,7
7270,1981,Graduation,Divorced,56981,0,0,25-01-2014,3,6
8235,1956,Master,Together,69245,0,1,24-01-2014,6,3
9405,1954,PhD,Married,52869,1,1,15-10-2012,3,7
